,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Macon
0,Living Wage,$15.64 ,$30.31 ,$37.73 ,$49.45 ,$24.94 ,$29.64 ,$35.06 ,$38.07 ,$12.47 ,$16.88 ,$21.64 ,$25.21 ,Alabama,Madison
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Madison
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Madison
0,Living Wage,$14.80 ,$28.17 ,$34.89 ,$45.72 ,$23.91 ,$28.19 ,$33.62 ,$36.43 ,$11.95 ,$15.81 ,$20.23 ,$23.34 ,Alabama,Marengo
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Marengo
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Marengo
0,Living Wage,$14.80 ,$28.17 ,$34.89 ,$45.58 ,$23.33 ,$28.19 ,$33.62 ,$36.28 ,$11.66 ,$15.81 ,$20.23 ,$23.27 ,Alabama,Marion
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Marion
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Marion
0,Living Wage,$14.98 ,$27.64 ,$33.63 ,$43.56 ,$23.52 ,$28.40 ,$33.82 ,$36.46 ,$11.76 ,$15.54 ,$19.59 ,$22.26 ,Alabama,Marshall
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Marshall
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Marshall
0,Living Wage,$16.05 ,$30.04 ,$37.16 ,$48.63 ,$24.69 ,$29.66 ,$35.08 ,$38.13 ,$12.35 ,$16.74 ,$21.36 ,$24.79 ,Alabama,Mobile
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Mobile
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Mobile
0,Living Wage,$14.80 ,$28.57 ,$35.70 ,$46.25 ,$23.91 ,$28.19 ,$33.62 ,$35.76 ,$11.95 ,$16.01 ,$20.63 ,$23.61 ,Alabama,Monroe
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Monroe
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Monroe
0,Living Wage,$16.04 ,$30.58 ,$37.60 ,$48.71 ,$25.52 ,$30.31 ,$35.73 ,$38.52 ,$12.76 ,$17.01 ,$21.58 ,$24.83 ,Alabama,Montgomery
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Montgomery
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Montgomery
0,Living Wage,$15.03 ,$29.44 ,$36.86 ,$48.19 ,$24.04 ,$28.76 ,$34.19 ,$36.81 ,$12.02 ,$16.44 ,$21.21 ,$24.58 ,Alabama,Morgan
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Morgan
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Morgan
0,Living Wage,$14.80 ,$28.17 ,$34.89 ,$45.05 ,$23.91 ,$28.19 ,$33.62 ,$35.76 ,$11.95 ,$15.81 ,$20.23 ,$23.01 ,Alabama,Perry
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Perry
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Perry
0,Living Wage,$14.88 ,$28.17 ,$34.89 ,$45.58 ,$23.42 ,$28.19 ,$33.62 ,$36.28 ,$11.71 ,$15.81 ,$20.23 ,$23.27 ,Alabama,Pickens
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Pickens
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Pickens
0,Living Wage,$15.04 ,$28.03 ,$34.30 ,$44.43 ,$24.06 ,$28.51 ,$33.93 ,$36.50 ,$12.03 ,$15.74 ,$19.93 ,$22.70 ,Alabama,Pike
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Pike
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Pike
0,Living Wage,$14.80 ,$27.72 ,$33.99 ,$44.22 ,$23.91 ,$28.19 ,$33.62 ,$36.28 ,$11.95 ,$15.58 ,$19.77 ,$22.59 ,Alabama,Randolph
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Randolph
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Randolph
0,Living Wage,$16.07 ,$30.32 ,$37.67 ,$49.47 ,$25.14 ,$29.72 ,$35.14 ,$38.29 ,$12.57 ,$16.88 ,$21.62 ,$25.21 ,Alabama,Russell
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Russell
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Russell
0,Living Wage,$17.40 ,$31.37 ,$38.46 ,$50.11 ,$26.33 ,$31.03 ,$36.45 ,$39.72 ,$13.17 ,$17.41 ,$22.01 ,$25.53 ,Alabama,Shelby
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Shelby
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Shelby
0,Living Wage,$17.40 ,$31.37 ,$38.46 ,$50.11 ,$26.33 ,$31.03 ,$36.45 ,$39.72 ,$13.17 ,$17.41 ,$22.01 ,$25.53 ,Alabama,St. Clair
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,St. Clair
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,St. Clair
0,Living Wage,$15.61 ,$29.26 ,$35.98 ,$46.40 ,$24.27 ,$29.28 ,$34.70 ,$37.11 ,$12.13 ,$16.35 ,$20.77 ,$23.68 ,Alabama,Sumter
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Sumter
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Sumter
0,Living Wage,$15.04 ,$28.03 ,$34.30 ,$44.39 ,$23.57 ,$28.51 ,$33.93 ,$36.46 ,$11.78 ,$15.74 ,$19.93 ,$22.68 ,Alabama,Talladega
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Talladega
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Talladega
0,Living Wage,$14.81 ,$28.80 ,$36.15 ,$47.72 ,$23.50 ,$28.19 ,$33.62 ,$36.55 ,$11.75 ,$16.12 ,$20.85 ,$24.34 ,Alabama,Tallapoosa
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Tallapoosa
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Tallapoosa
0,Living Wage,$16.43 ,$29.75 ,$36.47 ,$47.15 ,$24.98 ,$29.77 ,$35.20 ,$37.85 ,$12.49 ,$16.60 ,$21.01 ,$24.05 ,Alabama,Tuscaloosa
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Tuscaloosa
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Tuscaloosa
0,Living Wage,$15.31 ,$29.23 ,$36.32 ,$47.01 ,$23.85 ,$28.89 ,$34.31 ,$36.62 ,$11.93 ,$16.34 ,$20.94 ,$23.99 ,Alabama,Walker
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Walker
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Walker
0,Living Wage,$14.87 ,$28.68 ,$35.80 ,$46.74 ,$23.50 ,$28.30 ,$33.72 ,$36.24 ,$11.75 ,$16.06 ,$20.68 ,$23.85 ,Alabama,Washington
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Washington
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Washington
0,Living Wage,$14.80 ,$28.47 ,$35.49 ,$45.94 ,$23.37 ,$28.19 ,$33.62 ,$35.76 ,$11.69 ,$15.95 ,$20.52 ,$23.45 ,Alabama,Wilcox
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Wilcox
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Wilcox
0,Living Wage,$14.80 ,$28.87 ,$36.29 ,$48.05 ,$23.33 ,$28.19 ,$33.62 ,$36.67 ,$11.66 ,$16.15 ,$20.92 ,$24.51 ,Alabama,Winston
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Winston
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Winston
0,Living Wage,$16.17 ,$31.47 ,$39.14 ,$51.05 ,$25.14 ,$30.37 ,$35.69 ,$38.68 ,$12.57 ,$17.42 ,$22.31 ,$26.04 ,Alaska,Aleutians East
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Aleutians East
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Aleutians East
0,Living Wage,$18.12 ,$35.96 ,$44.65 ,$58.41 ,$27.73 ,$33.85 ,$39.17 ,$43.01 ,$13.87 ,$19.66 ,$25.06 ,$29.72 ,Alaska,Aleutians West
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Aleutians West
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Aleutians West
0,Living Wage,$18.80 ,$34.09 ,$40.78 ,$52.57 ,$29.16 ,$33.98 ,$39.31 ,$43.18 ,$14.58 ,$18.73 ,$23.13 ,$26.80 ,Alaska,Bethel
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Bethel
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Bethel
0,Living Wage,$16.00 ,$32.19 ,$40.83 ,$54.45 ,$25.19 ,$30.13 ,$35.45 ,$39.21 ,$12.59 ,$17.78 ,$23.15 ,$27.74 ,Alaska,Bristol Bay
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Bristol Bay
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Bristol Bay
0,Living Wage,$17.89 ,$34.85 ,$43.45 ,$56.88 ,$27.02 ,$32.82 ,$38.14 ,$41.73 ,$13.51 ,$19.11 ,$24.46 ,$28.95 ,Alaska,Denali
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Denali
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Denali
0,Living Wage,$16.99 ,$31.94 ,$38.92 ,$51.24 ,$26.55 ,$31.54 ,$36.86 ,$40.98 ,$13.28 ,$17.65 ,$22.19 ,$26.14 ,Alaska,Dillingham
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Dillingham
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Dillingham
0,Living Wage,$16.71 ,$34.26 ,$43.38 ,$58.81 ,$26.12 ,$31.71 ,$37.04 ,$42.12 ,$13.06 ,$18.81 ,$24.43 ,$29.92 ,Alaska,Fairbanks North Star
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Fairbanks North Star
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Fairbanks North Star
0,Living Wage,$15.52 ,$31.47 ,$40.07 ,$53.26 ,$24.44 ,$29.45 ,$34.77 ,$38.14 ,$12.22 ,$17.42 ,$22.77 ,$27.15 ,Alaska,Haines
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Haines
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Haines
0,Living Wage,$15.35 ,$30.35 ,$37.64 ,$49.34 ,$25.19 ,$29.64 ,$34.96 ,$38.15 ,$12.60 ,$16.86 ,$21.56 ,$25.19 ,Alaska,Hoonah-Angoon
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Hoonah-Angoon
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Hoonah-Angoon
0,Living Wage,$16.39 ,$32.27 ,$41.03 ,$55.06 ,$24.88 ,$30.09 ,$35.41 ,$39.46 ,$12.44 ,$17.82 ,$23.25 ,$28.04 ,Alaska,Kenai Peninsula
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Kenai Peninsula
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Kenai Peninsula
0,Living Wage,$16.97 ,$31.03 ,$36.54 ,$47.56 ,$26.41 ,$32.09 ,$37.41 ,$41.68 ,$13.20 ,$17.20 ,$21.01 ,$24.29 ,Alaska,Ketchikan Gateway
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Ketchikan Gateway
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Ketchikan Gateway
0,Living Wage,$17.52 ,$34.58 ,$42.81 ,$56.12 ,$27.04 ,$32.93 ,$38.25 ,$42.11 ,$13.52 ,$18.97 ,$24.14 ,$28.58 ,Alaska,Kodiak Island
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Kodiak Island
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Kodiak Island
0,Living Wage,$14.88 ,$27.45 ,$32.94 ,$42.20 ,$23.74 ,$28.54 ,$33.86 ,$36.40 ,$11.87 ,$15.41 ,$19.21 ,$21.62 ,Alaska,Kusilvak
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Kusilvak
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Kusilvak
0,Living Wage,$14.69 ,$27.88 ,$34.06 ,$44.57 ,$23.70 ,$28.27 ,$33.59 ,$36.68 ,$11.85 ,$15.62 ,$19.77 ,$22.80 ,Alaska,Lake and Peninsula
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Lake and Peninsula
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Lake and Peninsula
0,Living Wage,$15.80 ,$31.04 ,$38.98 ,$52.37 ,$24.58 ,$29.68 ,$35.00 ,$39.21 ,$12.29 ,$17.20 ,$22.23 ,$26.70 ,Alaska,Matanuska-Susitna
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Matanuska-Susitna
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Matanuska-Susitna
0,Living Wage,$19.14 ,$33.82 ,$40.81 ,$53.21 ,$28.09 ,$33.40 ,$38.73 ,$42.91 ,$14.04 ,$18.59 ,$23.14 ,$27.12 ,Alaska,Nome
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Nome
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Nome
0,Living Wage,$18.25 ,$34.04 ,$42.08 ,$54.89 ,$26.77 ,$32.57 ,$37.89 ,$41.42 ,$13.38 ,$18.70 ,$23.78 ,$27.96 ,Alaska,North Slope
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,North Slope
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,North Slope
0,Living Wage,$18.58 ,$32.99 ,$40.24 ,$53.26 ,$27.10 ,$32.32 ,$37.65 ,$42.19 ,$13.55 ,$18.18 ,$22.86 ,$27.14 ,Alaska,Northwest Arctic
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Northwest Arctic
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Northwest Arctic
0,Living Wage,$15.82 ,$29.76 ,$36.44 ,$47.17 ,$24.55 ,$29.65 ,$34.97 ,$37.79 ,$12.27 ,$16.56 ,$20.96 ,$24.10 ,Alaska,Prince of Wales-Hyder
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Prince of Wales-Hyder
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Prince of Wales-Hyder
0,Living Wage,$17.23 ,$32.27 ,$40.07 ,$53.90 ,$26.15 ,$31.05 ,$36.38 ,$41.18 ,$13.08 ,$17.82 ,$22.77 ,$27.47 ,Alaska,Southeast Fairbanks
1,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Southeast Fairbanks
2,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Southeast Fairbanks
0,Living Wage,$15.86 ,$32.32 ,$40.80 ,$53.52 ,$26.09 ,$30.41 ,$35.73 ,$38.73 ,$13.04 ,$17.84 ,$23.14 ,$27.27 ,Alaska,Valdez-Cordova
