,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County,2022 Population Est
127,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Lowndes,9777
128,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Lowndes,9777
129,Living Wage,$14.97 ,$29.03 ,$36.38 ,$47.22 ,$23.50 ,$28.43 ,$33.85 ,$36.04 ,$11.75 ,$16.24 ,$20.97 ,$24.09 ,Alabama,Macon,18516
130,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Macon,18516
131,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Macon,18516
132,Living Wage,$15.64 ,$30.31 ,$37.73 ,$49.45 ,$24.94 ,$29.64 ,$35.06 ,$38.07 ,$12.47 ,$16.88 ,$21.64 ,$25.21 ,Alabama,Madison,403565
133,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Madison,403565
134,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Madison,403565
135,Living Wage,$14.80 ,$28.17 ,$34.89 ,$45.72 ,$23.91 ,$28.19 ,$33.62 ,$36.43 ,$11.95 ,$15.81 ,$20.23 ,$23.34 ,Alabama,Marengo,18745
136,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Marengo,18745
137,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Marengo,18745
138,Living Wage,$14.80 ,$28.17 ,$34.89 ,$45.58 ,$23.33 ,$28.19 ,$33.62 ,$36.28 ,$11.66 ,$15.81 ,$20.23 ,$23.27 ,Alabama,Marion,29156
139,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Marion,29156
140,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Marion,29156
141,Living Wage,$14.98 ,$27.64 ,$33.63 ,$43.56 ,$23.52 ,$28.40 ,$33.82 ,$36.46 ,$11.76 ,$15.54 ,$19.59 ,$22.26 ,Alabama,Marshall,99423
142,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Marshall,99423
143,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Marshall,99423
144,Living Wage,$16.05 ,$30.04 ,$37.16 ,$48.63 ,$24.69 ,$29.66 ,$35.08 ,$38.13 ,$12.35 ,$16.74 ,$21.36 ,$24.79 ,Alabama,Mobile,411411
145,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Mobile,411411
146,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Mobile,411411
147,Living Wage,$14.80 ,$28.57 ,$35.70 ,$46.25 ,$23.91 ,$28.19 ,$33.62 ,$35.76 ,$11.95 ,$16.01 ,$20.63 ,$23.61 ,Alabama,Monroe,19404
148,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Monroe,19404
149,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Monroe,19404
150,Living Wage,$16.04 ,$30.58 ,$37.60 ,$48.71 ,$25.52 ,$30.31 ,$35.73 ,$38.52 ,$12.76 ,$17.01 ,$21.58 ,$24.83 ,Alabama,Montgomery,226361
151,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Montgomery,226361
152,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Montgomery,226361
153,Living Wage,$15.03 ,$29.44 ,$36.86 ,$48.19 ,$24.04 ,$28.76 ,$34.19 ,$36.81 ,$12.02 ,$16.44 ,$21.21 ,$24.58 ,Alabama,Morgan,124211
154,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Morgan,124211
155,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Morgan,124211
156,Living Wage,$14.80 ,$28.17 ,$34.89 ,$45.05 ,$23.91 ,$28.19 ,$33.62 ,$35.76 ,$11.95 ,$15.81 ,$20.23 ,$23.01 ,Alabama,Perry,8035
157,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Perry,8035
158,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Perry,8035
159,Living Wage,$14.88 ,$28.17 ,$34.89 ,$45.58 ,$23.42 ,$28.19 ,$33.62 ,$36.28 ,$11.71 ,$15.81 ,$20.23 ,$23.27 ,Alabama,Pickens,18697
160,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Pickens,18697
161,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Pickens,18697
162,Living Wage,$15.04 ,$28.03 ,$34.30 ,$44.43 ,$24.06 ,$28.51 ,$33.93 ,$36.50 ,$12.03 ,$15.74 ,$19.93 ,$22.70 ,Alabama,Pike,33014
163,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Pike,33014
164,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Pike,33014
165,Living Wage,$14.80 ,$27.72 ,$33.99 ,$44.22 ,$23.91 ,$28.19 ,$33.62 ,$36.28 ,$11.95 ,$15.58 ,$19.77 ,$22.59 ,Alabama,Randolph,22479
166,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Randolph,22479
167,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Randolph,22479
168,Living Wage,$16.07 ,$30.32 ,$37.67 ,$49.47 ,$25.14 ,$29.72 ,$35.14 ,$38.29 ,$12.57 ,$16.88 ,$21.62 ,$25.21 ,Alabama,Russell,58555
169,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Russell,58555
170,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Russell,58555
171,Living Wage,$17.40 ,$31.37 ,$38.46 ,$50.11 ,$26.33 ,$31.03 ,$36.45 ,$39.72 ,$13.17 ,$17.41 ,$22.01 ,$25.53 ,Alabama,Shelby,230115
172,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Shelby,230115
173,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Shelby,230115
174,Living Wage,$17.40 ,$31.37 ,$38.46 ,$50.11 ,$26.33 ,$31.03 ,$36.45 ,$39.72 ,$13.17 ,$17.41 ,$22.01 ,$25.53 ,Alabama,St. Clair,93932
175,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,St. Clair,93932
176,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,St. Clair,93932
177,Living Wage,$15.61 ,$29.26 ,$35.98 ,$46.40 ,$24.27 ,$29.28 ,$34.70 ,$37.11 ,$12.13 ,$16.35 ,$20.77 ,$23.68 ,Alabama,Sumter,11853
178,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Sumter,11853
179,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Sumter,11853
180,Living Wage,$15.04 ,$28.03 ,$34.30 ,$44.39 ,$23.57 ,$28.51 ,$33.93 ,$36.46 ,$11.78 ,$15.74 ,$19.93 ,$22.68 ,Alabama,Talladega,80704
181,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Talladega,80704
182,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Talladega,80704
183,Living Wage,$14.81 ,$28.80 ,$36.15 ,$47.72 ,$23.50 ,$28.19 ,$33.62 ,$36.55 ,$11.75 ,$16.12 ,$20.85 ,$24.34 ,Alabama,Tallapoosa,40977
184,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Tallapoosa,40977
185,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Tallapoosa,40977
186,Living Wage,$16.43 ,$29.75 ,$36.47 ,$47.15 ,$24.98 ,$29.77 ,$35.20 ,$37.85 ,$12.49 ,$16.60 ,$21.01 ,$24.05 ,Alabama,Tuscaloosa,236780
187,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Tuscaloosa,236780
188,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Tuscaloosa,236780
189,Living Wage,$15.31 ,$29.23 ,$36.32 ,$47.01 ,$23.85 ,$28.89 ,$34.31 ,$36.62 ,$11.93 ,$16.34 ,$20.94 ,$23.99 ,Alabama,Walker,64339
190,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Walker,64339
191,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Walker,64339
192,Living Wage,$14.87 ,$28.68 ,$35.80 ,$46.74 ,$23.50 ,$28.30 ,$33.72 ,$36.24 ,$11.75 ,$16.06 ,$20.68 ,$23.85 ,Alabama,Washington,15122
193,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Washington,15122
194,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Washington,15122
195,Living Wage,$14.80 ,$28.47 ,$35.49 ,$45.94 ,$23.37 ,$28.19 ,$33.62 ,$35.76 ,$11.69 ,$15.95 ,$20.52 ,$23.45 ,Alabama,Wilcox,10059
196,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Wilcox,10059
197,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Wilcox,10059
198,Living Wage,$14.80 ,$28.87 ,$36.29 ,$48.05 ,$23.33 ,$28.19 ,$33.62 ,$36.67 ,$11.66 ,$16.15 ,$20.92 ,$24.51 ,Alabama,Winston,23755
199,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Alabama,Winston,23755
200,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Alabama,Winston,23755
201,Living Wage,$16.17 ,$31.47 ,$39.14 ,$51.05 ,$25.14 ,$30.37 ,$35.69 ,$38.68 ,$12.57 ,$17.42 ,$22.31 ,$26.04 ,Alaska,Aleutians East,3398
202,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Aleutians East,3398
203,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Aleutians East,3398
204,Living Wage,$18.12 ,$35.96 ,$44.65 ,$58.41 ,$27.73 ,$33.85 ,$39.17 ,$43.01 ,$13.87 ,$19.66 ,$25.06 ,$29.72 ,Alaska,Aleutians West,5122
205,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Aleutians West,5122
206,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Aleutians West,5122
207,Living Wage,$18.80 ,$34.09 ,$40.78 ,$52.57 ,$29.16 ,$33.98 ,$39.31 ,$43.18 ,$14.58 ,$18.73 ,$23.13 ,$26.80 ,Alaska,Bethel,0
208,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Bethel,0
209,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Bethel,0
210,Living Wage,$16.00 ,$32.19 ,$40.83 ,$54.45 ,$25.19 ,$30.13 ,$35.45 ,$39.21 ,$12.59 ,$17.78 ,$23.15 ,$27.74 ,Alaska,Bristol Bay,865
211,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Bristol Bay,865
212,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Bristol Bay,865
213,Living Wage,$17.89 ,$34.85 ,$43.45 ,$56.88 ,$27.02 ,$32.82 ,$38.14 ,$41.73 ,$13.51 ,$19.11 ,$24.46 ,$28.95 ,Alaska,Denali,1585
214,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Denali,1585
215,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Denali,1585
216,Living Wage,$16.99 ,$31.94 ,$38.92 ,$51.24 ,$26.55 ,$31.54 ,$36.86 ,$40.98 ,$13.28 ,$17.65 ,$22.19 ,$26.14 ,Alaska,Dillingham,0
217,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Dillingham,0
218,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Dillingham,0
219,Living Wage,$16.71 ,$34.26 ,$43.38 ,$58.81 ,$26.12 ,$31.71 ,$37.04 ,$42.12 ,$13.06 ,$18.81 ,$24.43 ,$29.92 ,Alaska,Fairbanks North Star,95356
220,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Fairbanks North Star,95356
221,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Fairbanks North Star,95356
222,Living Wage,$15.52 ,$31.47 ,$40.07 ,$53.26 ,$24.44 ,$29.45 ,$34.77 ,$38.14 ,$12.22 ,$17.42 ,$22.77 ,$27.15 ,Alaska,Haines,2056
223,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Haines,2056
224,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Haines,2056
225,Living Wage,$15.35 ,$30.35 ,$37.64 ,$49.34 ,$25.19 ,$29.64 ,$34.96 ,$38.15 ,$12.60 ,$16.86 ,$21.56 ,$25.19 ,Alaska,Hoonah-Angoon,0
226,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Hoonah-Angoon,0
227,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Hoonah-Angoon,0
228,Living Wage,$16.39 ,$32.27 ,$41.03 ,$55.06 ,$24.88 ,$30.09 ,$35.41 ,$39.46 ,$12.44 ,$17.82 ,$23.25 ,$28.04 ,Alaska,Kenai Peninsula,60690
229,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Kenai Peninsula,60690
230,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Kenai Peninsula,60690
231,Living Wage,$16.97 ,$31.03 ,$36.54 ,$47.56 ,$26.41 ,$32.09 ,$37.41 ,$41.68 ,$13.20 ,$17.20 ,$21.01 ,$24.29 ,Alaska,Ketchikan Gateway,13741
232,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Ketchikan Gateway,13741
233,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Ketchikan Gateway,13741
234,Living Wage,$17.52 ,$34.58 ,$42.81 ,$56.12 ,$27.04 ,$32.93 ,$38.25 ,$42.11 ,$13.52 ,$18.97 ,$24.14 ,$28.58 ,Alaska,Kodiak Island,12720
235,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Kodiak Island,12720
236,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Kodiak Island,12720
237,Living Wage,$14.88 ,$27.45 ,$32.94 ,$42.20 ,$23.74 ,$28.54 ,$33.86 ,$36.40 ,$11.87 ,$15.41 ,$19.21 ,$21.62 ,Alaska,Kusilvak,0
238,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Kusilvak,0
239,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Kusilvak,0
240,Living Wage,$14.69 ,$27.88 ,$34.06 ,$44.57 ,$23.70 ,$28.27 ,$33.59 ,$36.68 ,$11.85 ,$15.62 ,$19.77 ,$22.80 ,Alaska,Lake and Peninsula,1381
241,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Lake and Peninsula,1381
242,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Lake and Peninsula,1381
243,Living Wage,$15.80 ,$31.04 ,$38.98 ,$52.37 ,$24.58 ,$29.68 ,$35.00 ,$39.21 ,$12.29 ,$17.20 ,$22.23 ,$26.70 ,Alaska,Matanuska-Susitna,113325
244,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Matanuska-Susitna,113325
245,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Matanuska-Susitna,113325
246,Living Wage,$19.14 ,$33.82 ,$40.81 ,$53.21 ,$28.09 ,$33.40 ,$38.73 ,$42.91 ,$14.04 ,$18.59 ,$23.14 ,$27.12 ,Alaska,Nome,0
247,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Nome,0
248,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Nome,0
249,Living Wage,$18.25 ,$34.04 ,$42.08 ,$54.89 ,$26.77 ,$32.57 ,$37.89 ,$41.42 ,$13.38 ,$18.70 ,$23.78 ,$27.96 ,Alaska,North Slope,10805
250,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,North Slope,10805
251,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,North Slope,10805
252,Living Wage,$18.58 ,$32.99 ,$40.24 ,$53.26 ,$27.10 ,$32.32 ,$37.65 ,$42.19 ,$13.55 ,$18.18 ,$22.86 ,$27.14 ,Alaska,Northwest Arctic,7423
253,Poverty Wage,$7.74 ,$10.47 ,$13.20 ,$15.93 ,$10.47 ,$13.20 ,$15.93 ,$18.66 ,$5.23 ,$6.60 ,$7.96 ,$9.33 ,Alaska,Northwest Arctic,7423
254,Minimum Wage,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,$10.34 ,Alaska,Northwest Arctic,7423
